47001	47003	47001	47002
47002	47004	47002	47003
47003	47005	47003	47004
47004	47006	47004	47005
47005	47007	47005	47006
47006	47008	47006	47007
47007	47009	47007	47008
47008	47010	47008	47009
47009	47011	47009	47010
47010	47012	47010	47011
47011	47013	47011	47012
47012	47014	47012	47013
47013	47015	47013	47014
47014	47016	47014	47015
47015	47017	47015	47016
47016	47018	47016	47017
47017	47019	47017	47018
47018	47020	47018	47019
47019	47021	47019	47020
47020	47022	47020	47021
47021	47023	47021	47022
47022	47024	47022	47023
47023	47025	47023	47024
47024	47026	47024	47025
47025	47027	47025	47026
47026	47028	47026	47027
47027	47029	47027	47028
47028	47030	47028	47029
47029	47031	47029	47030
47030	47032	47030	47031
47031	47033	47031	47032
47032	47034	47032	47033
47033	47035	47033	47034
47034	47036	47034	47035
47035	47037	47035	47036
47036	47038	47036	47037
47037	47039	47037	47038
47038	47040	47038	47039
47039	47041	47039	47040
47040	47042	47040	47041
47041	47043	47041	47042
47042	47044	47042	47043
47043	47045	47043	47044
47044	47046	47044	47045
47045	47047	47045	47046
47046	47048	47046	47047
47047	47049	47047	47048
47048	47050	47048	47049
47049	47051	47049	47050
47050	47052	47050	47051
47051	47053	47051	47052
47052	47054	47052	47053
47053	47055	47053	47054
47054	47056	47054	47055
47055	47057	47055	47056
47056	47058	47056	47057
47057	47059	47057	47058
47058	47060	47058	47059
47059	47061	47059	47060
47060	47062	47060	47061
47061	47063	47061	47062
47062	47064	47062	47063
47063	47065	47063	47064
47064	47066	47064	47065
47065	47067	47065	47066
47066	47068	47066	47067
47067	47069	47067	47068
47068	47070	47068	47069
47069	47071	47069	47070
47070	47072	47070	47071
47071	47073	47071	47072
47072	47074	47072	47073
47073	47075	47073	47074
47074	47076	47074	47075
47075	47077	47075	47076
47076	47078	47076	47077
47077	47079	47077	47078
47078	47080	47078	47079
47079	47081	47079	47080
47080	47082	47080	47081
47081	47083	47081	47082
47082	47084	47082	47083
47083	47085	47083	47084
47084	47086	47084	47085
47085	47087	47085	47086
47086	47088	47086	47087
47087	47089	47087	47088
47088	47090	47088	47089
47089	47091	47089	47090
47090	47092	47090	47091
47091	47093	47091	47092
47092	47094	47092	47093
47093	47095	47093	47094
47094	47096	47094	47095
47095	47097	47095	47096
47096	47098	47096	47097
47097	47099	47097	47098
47098	47100	47098	47099
47099	47101	47099	47100
47100	47102	47100	47101
47101	47103	47101	47102
47102	47104	47102	47103
47103	47105	47103	47104
47104	47106	47104	47105
47105	47107	47105	47106
47106	47108	47106	47107
47107	47109	47107	47108
47108	47110	47108	47109
47109	47111	47109	47110
47110	47112	47110	47111
47111	47113	47111	47112
47112	47114	47112	47113
47113	47115	47113	47114
47114	47116	47114	47115
47115	47117	47115	47116
47116	47118	47116	47117
47117	47119	47117	47118
47118	47120	47118	47119
47119	47121	47119	47120
47120	47122	47120	47121
47121	47123	47121	47122
47122	47124	47122	47123
47123	47125	47123	47124
47124	47126	47124	47125
47125	47127	47125	47126
47126	47128	47126	47127
47127	47129	47127	47128
47128	47130	47128	47129
47129	47131	47129	47130
47130	47132	47130	47131
47131	47133	47131	47132
47132	47134	47132	47133
47133	47135	47133	47134
47134	47136	47134	47135
47135	47137	47135	47136
47136	47138	47136	47137
47137	47139	47137	47138
47138	47140	47138	47139
47139	47141	47139	47140
47140	47142	47140	47141
47141	47143	47141	47142
47142	47144	47142	47143
47143	47145	47143	47144
47144	47146	47144	47145
47145	47147	47145	47146
47146	47148	47146	47147
47147	47149	47147	47148
47148	47150	47148	47149
47149	47151	47149	47150
47150	47152	47150	47151
