110000	110002	110000	110001
110001	110003	110001	110002
110002	110004	110002	110003
110003	110005	110003	110004
110004	110006	110004	110005
110005	110007	110005	110006
110006	110008	110006	110007
110007	110009	110007	110008
110008	110010	110008	110009
110009	110011	110009	110010
110010	110012	110010	110011
110011	110013	110011	110012
110012	110014	110012	110013
110013	110015	110013	110014
110014	110016	110014	110015
110015	110017	110015	110016
110016	110018	110016	110017
110017	110019	110017	110018
110018	110020	110018	110019
110019	110021	110019	110020
110020	110022	110020	110021
110021	110023	110021	110022
110022	110024	110022	110023
110023	110025	110023	110024
110024	110026	110024	110025
110025	110027	110025	110026
110026	110028	110026	110027
110027	110029	110027	110028
110028	110030	110028	110029
110029	110031	110029	110030
110030	110032	110030	110031
110031	110033	110031	110032
110032	110034	110032	110033
110033	110035	110033	110034
110034	110036	110034	110035
110035	110037	110035	110036
110036	110038	110036	110037
110037	110039	110037	110038
110038	110040	110038	110039
110039	110041	110039	110040
110040	110042	110040	110041
110041	110043	110041	110042
110042	110044	110042	110043
110043	110045	110043	110044
110044	110046	110044	110045
110045	110047	110045	110046
110046	110048	110046	110047
110047	110049	110047	110048
110048	110050	110048	110049
110049	110051	110049	110050
110050	110052	110050	110051
110051	110053	110051	110052
110052	110054	110052	110053
110053	110055	110053	110054
110054	110056	110054	110055
110055	110057	110055	110056
110056	110058	110056	110057
110057	110059	110057	110058
110058	110060	110058	110059
110059	110061	110059	110060
110060	110062	110060	110061
110061	110063	110061	110062
110062	110064	110062	110063
110063	110065	110063	110064
110064	110066	110064	110065
110065	110067	110065	110066
110066	110068	110066	110067
110067	110069	110067	110068
110068	110070	110068	110069
110069	110071	110069	110070
110070	110072	110070	110071
110071	110073	110071	110072
110072	110074	110072	110073
110073	110075	110073	110074
110074	110076	110074	110075
110075	110077	110075	110076
110076	110078	110076	110077
110077	110079	110077	110078
110078	110080	110078	110079
110079	110081	110079	110080
110080	110082	110080	110081
110081	110083	110081	110082
110082	110084	110082	110083
110083	110085	110083	110084
110084	110086	110084	110085
110085	110087	110085	110086
110086	110088	110086	110087
110087	110089	110087	110088
110088	110090	110088	110089
110089	110091	110089	110090
110090	110092	110090	110091
110091	110093	110091	110092
110092	110094	110092	110093
110093	110095	110093	110094
110094	110096	110094	110095
110095	110097	110095	110096
110096	110098	110096	110097
110097	110099	110097	110098
110098	110100	110098	110099
110099	110101	110099	110100
110100	110102	110100	110101
110101	110103	110101	110102
110102	110104	110102	110103
110103	110105	110103	110104
110104	110106	110104	110105
110105	110107	110105	110106
110106	110108	110106	110107
110107	110109	110107	110108
110108	110110	110108	110109
110109	110111	110109	110110
110110	110112	110110	110111
110111	110113	110111	110112
110112	110114	110112	110113
110113	110115	110113	110114
110114	110116	110114	110115
110115	110117	110115	110116
110116	110118	110116	110117
110117	110119	110117	110118
110118	110120	110118	110119
110119	110121	110119	110120
110120	110122	110120	110121
110121	110123	110121	110122
110122	110124	110122	110123
110123	110125	110123	110124
110124	110126	110124	110125
110125	110127	110125	110126
110126	110128	110126	110127
110127	110129	110127	110128
110128	110130	110128	110129
110129	110131	110129	110130
110130	110132	110130	110131
110131	110133	110131	110132
110132	110134	110132	110133
110133	110135	110133	110134
110134	110136	110134	110135
110135	110137	110135	110136
110136	110138	110136	110137
110137	110139	110137	110138
110138	110140	110138	110139
110139	110141	110139	110140
110140	110142	110140	110141
110141	110143	110141	110142
110142	110144	110142	110143
110143	110145	110143	110144
110144	110146	110144	110145
110145	110147	110145	110146
110146	110148	110146	110147
110147	110149	110147	110148
110148	110150	110148	110149
110149	110151	110149	110150
110150	110152	110150	110151
110151	110153	110151	110152
110152	110154	110152	110153
110153	110155	110153	110154
110154	110156	110154	110155
110155	110157	110155	110156
110156	110158	110156	110157
110157	110159	110157	110158
110158	110160	110158	110159
110159	110161	110159	110160
110160	110162	110160	110161
110161	110163	110161	110162
110162	110164	110162	110163
110163	110165	110163	110164
110164	110166	110164	110165
110165	110167	110165	110166
110166	110168	110166	110167
110167	110169	110167	110168
110168	110170	110168	110169
110169	110171	110169	110170
110170	110172	110170	110171
110171	110173	110171	110172
110172	110174	110172	110173
110173	110175	110173	110174
110174	110176	110174	110175
110175	110177	110175	110176
110176	110178	110176	110177
110177	110179	110177	110178
110178	110180	110178	110179
110179	110181	110179	110180
110180	110182	110180	110181
110181	110183	110181	110182
110182	110184	110182	110183
110183	110185	110183	110184
110184	110186	110184	110185
110185	110187	110185	110186
110186	110188	110186	110187
110187	110189	110187	110188
110188	110190	110188	110189
110189	110191	110189	110190
110190	110192	110190	110191
110191	110193	110191	110192
110192	110194	110192	110193
110193	110195	110193	110194
110194	110196	110194	110195
110195	110197	110195	110196
110196	110198	110196	110197
110197	110199	110197	110198
110198	110200	110198	110199
110199	110201	110199	110200
110200	110202	110200	110201
110201	110203	110201	110202
110202	110204	110202	110203
110203	110205	110203	110204
110204	110206	110204	110205
110205	110207	110205	110206
110206	110208	110206	110207
110207	110209	110207	110208
110208	110210	110208	110209
110209	110211	110209	110210
110210	110212	110210	110211
110211	110213	110211	110212
110212	110214	110212	110213
110213	110215	110213	110214
110214	110216	110214	110215
110215	110217	110215	110216
110216	110218	110216	110217
110217	110219	110217	110218
110218	110220	110218	110219
110219	110221	110219	110220
110220	110222	110220	110221
110221	110223	110221	110222
110222	110224	110222	110223
110223	110225	110223	110224
110224	110226	110224	110225
110225	110227	110225	110226
110226	110228	110226	110227
110227	110229	110227	110228
110228	110230	110228	110229
110229	110231	110229	110230
110230	110232	110230	110231
110231	110233	110231	110232
110232	110234	110232	110233
110233	110235	110233	110234
110234	110236	110234	110235
110235	110237	110235	110236
110236	110238	110236	110237
110237	110239	110237	110238
110238	110240	110238	110239
110239	110241	110239	110240
110240	110242	110240	110241
110241	110243	110241	110242
110242	110244	110242	110243
110243	110245	110243	110244
110244	110246	110244	110245
110245	110247	110245	110246
110246	110248	110246	110247
110247	110249	110247	110248
110248	110250	110248	110249
110249	110251	110249	110250
110250	110252	110250	110251
110251	110253	110251	110252
110252	110254	110252	110253
110253	110255	110253	110254
110254	110256	110254	110255
