45000	45002	45000	45001
45001	45003	45001	45002
45002	45004	45002	45003
45003	45005	45003	45004
45004	45006	45004	45005
45005	45007	45005	45006
45006	45008	45006	45007
45007	45009	45007	45008
45008	45010	45008	45009
45009	45011	45009	45010
45010	45012	45010	45011
45011	45013	45011	45012
45012	45014	45012	45013
45013	45015	45013	45014
45014	45016	45014	45015
45015	45017	45015	45016
45016	45018	45016	45017
45017	45019	45017	45018
45018	45020	45018	45019
45019	45021	45019	45020
45020	45022	45020	45021
45021	45023	45021	45022
45022	45024	45022	45023
45023	45025	45023	45024
45024	45026	45024	45025
45025	45027	45025	45026
45026	45028	45026	45027
45027	45029	45027	45028
45028	45030	45028	45029
45029	45031	45029	45030
45030	45032	45030	45031
45031	45033	45031	45032
45032	45034	45032	45033
45033	45035	45033	45034
45034	45036	45034	45035
45035	45037	45035	45036
45036	45038	45036	45037
45037	45039	45037	45038
45038	45040	45038	45039
45039	45041	45039	45040
45040	45042	45040	45041
45041	45043	45041	45042
45042	45044	45042	45043
45043	45045	45043	45044
45044	45046	45044	45045
45045	45047	45045	45046
45046	45048	45046	45047
45047	45049	45047	45048
45048	45050	45048	45049
45049	45051	45049	45050
45050	45052	45050	45051
45051	45053	45051	45052
45052	45054	45052	45053
45053	45055	45053	45054
45054	45056	45054	45055
45055	45057	45055	45056
45056	45058	45056	45057
45057	45059	45057	45058
45058	45060	45058	45059
45059	45061	45059	45060
45060	45062	45060	45061
45061	45063	45061	45062
45062	45064	45062	45063
45063	45065	45063	45064
45064	45066	45064	45065
45065	45067	45065	45066
45066	45068	45066	45067
45067	45069	45067	45068
45068	45070	45068	45069
45069	45071	45069	45070
45070	45072	45070	45071
45071	45073	45071	45072
45072	45074	45072	45073
45073	45075	45073	45074
45074	45076	45074	45075
45075	45077	45075	45076
45076	45078	45076	45077
45077	45079	45077	45078
45078	45080	45078	45079
45079	45081	45079	45080
45080	45082	45080	45081
45081	45083	45081	45082
45082	45084	45082	45083
45083	45085	45083	45084
45084	45086	45084	45085
45085	45087	45085	45086
45086	45088	45086	45087
45087	45089	45087	45088
45088	45090	45088	45089
45089	45091	45089	45090
45090	45092	45090	45091
45091	45093	45091	45092
45092	45094	45092	45093
45093	45095	45093	45094
45094	45096	45094	45095
45095	45097	45095	45096
45096	45098	45096	45097
45097	45099	45097	45098
45098	45100	45098	45099
45099	45101	45099	45100
45100	45102	45100	45101
45101	45103	45101	45102
45102	45104	45102	45103
45103	45105	45103	45104
45104	45106	45104	45105
45105	45107	45105	45106
45106	45108	45106	45107
45107	45109	45107	45108
45108	45110	45108	45109
45109	45111	45109	45110
45110	45112	45110	45111
45111	45113	45111	45112
45112	45114	45112	45113
